,id,ano,metascore,title
2274,261530,2014,59,Lifeless Planet Premier Edition
2286,281750,2014,68,Munin
2290,256190,2014,52,Enemy Front
2298,223830,2014,77,Xenonauts
2303,292930,2003,65,Black Mirror I
2336,256390,2014,76,MotoGP™14
2339,260309,2014,80,Company of Heroes 2 - The Western Front Armies
2353,230230,2014,87,Divinity: Original Sin (Classic)
2357,291480,2014,62,Warface
2373,252750,2014,72,MouseCraft
2397,279623,2014,79,Expansion - Europa Universalis IV: Res Publica
2401,255420,2014,60,Magic 2015 - Duels of the Planeswalkers
2409,311040,2014,63,Rulers of Nations
2433,302170,2001,66,The Cameron Files: The Secret at Loch Ness
2444,290260,2014,82,Sokobond
2447,248310,2014,83,Freedom Planet
2470,311480,2014,70,Vertical Drop Heroes HD
2472,288160,2014,73,The Room
2482,251150,2014,85,The Legend of Heroes: Trails in the Sky
2491,247950,2014,57,Sacred 3
2495,289021,2014,78,GRID Autosport - Coupé Style Pack
2499,293740,2014,75,Road Not Taken
2502,298520,2014,59,Orbital Gear
2510,311100,2004,63,Echelon: Wind Warriors
2522,312510,2014,56,Mega Coin Squad
2544,275390,2014,80,Guacamelee! Super Turbo Championship Edition
2549,294440,2014,68,Shadowgate (2014)
2555,302210,2003,63,Curse: The Eye of Isis
2561,250700,2014,80,Super Time Force Ultra
2563,262850,2014,78,The Journey Down: Chapter Two
2567,287390,2014,76,Metro: Last Light Redux
2573,261760,2014,69,Lichdom: Battlemage
2594,250400,2013,60,How to Survive
2600,262750,2014,76,GoD Factory: Wingmen
2603,214190,2014,69,Minimum
2627,272510,2014,61,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution
2642,289130,2014,82,Endless Legend™
2643,215080,2014,76,WAKFU
2645,297120,2014,72,Heavy Bullets
2646,321710,2006,54,Battle Of Europe
2649,299230,2014,82,Age of Wonders III - Golden Realms Expansion
2654,240760,2014,87,Wasteland 2: Director's Cut
2662,232890,2014,65,Stronghold Crusader 2
2669,221540,2014,81,DG2: Defense Grid 2
2672,286220,2014,73,Pier Solar and the Great Architects
2673,241260,2014,77,Sherlock Holmes: Crimes and Punishments
2676,318550,2014,84,Middle-earth: Shadow of Mordor - GOTY Edition Upgrade
2690,321870,2014,66,Silence of the Sleep
2700,304460,2014,63,Qora
2711,319170,2009,61,Disney G-Force
2713,242640,2014,71,Styx: Master of Shadows
2717,275180,2014,68,Costume Quest 2
2725,327740,2003,84,Tron 2.0
2735,322750,2017,71,Drifting Lands
2736,268050,2014,68,The Evil Within
2746,306660,2014,84,Ultimate General: Gettysburg
2749,226580,2014,61,F1 2014
2761,301970,2014,71,Screencheat
2786,246090,2014,49,Spacebase DF-9
2790,302710,2014,66,BlazeRush
2798,313160,2014,64,Farming Simulator 15
2812,317330,2014,55,Defenders of Time
2831,294370,2014,70,Crowntakers
2833,327410,2014,66,A Bird Story
2840,287260,2014,69,Toybox Turbos
2841,317620,2014,72,Space Hulk Ascension
2845,319450,2014,76,Chariot
2847,314810,2014,57,Randal's Monday
2850,259410,2014,63,Sneaky Sneaky
2854,317850,2014,81,Company of Heroes 2 - Ardennes Assault
2858,298110,2014,80,Far Cry® 4
2861,302010,2014,55,The Blue Flamingo
2866,226560,2014,52,Escape Dead Island
2874,328730,2014,73,Letter Quest: Grimm's Journey
2907,303800,2014,68,The Witcher Adventure Game
2908,279440,2014,78,Joe Dever's Lone Wolf HD Remastered
2934,300840,2014,65,JUJU
2952,335670,2014,78,LISA
2957,313130,2014,68,Metrocide
2976,286040,2014,59,Dead Effect
2982,311340,2014,80,METAL GEAR SOLID V: GROUND ZEROES
2983,207140,2016,84,SpeedRunners
3027,322080,2015,61,Disorder
3030,337850,2015,78,Avernum 2: Crystal Souls
3033,299680,2015,57,Tengami
3035,303260,2015,49,TRISTOY
3054,304240,2015,82,Resident Evil / biohazard HD REMASTER
3069,290790,2015,77,Grey Goo
3071,338140,2009,61,Venetica - Gold Edition
3082,344030,2015,66,Ghost Pirates of Vooju Island
3094,330180,2015,77,Pix the Cat
3108,343100,2015,76,Overture
3111,208750,2015,78,Apotheon
3131,304650,2015,81,SUNLESS SEA
3168,266510,2015,78,Hand of Fate
3183,253390,2015,66,Hot Tin Roof: The Cat That Wore A Fedora
3203,320520,2015,66,Oscura: Lost Light
3226,314660,2015,87,Oddworld: New 'n' Tasty
3229,244160,2015,86,Homeworld Remastered Collection
3253,310810,2015,70,Shiftlings
3255,301560,2015,68,White Night
3271,349690,2015,67,ARMED SEVEN
3275,275100,2015,58,Shelter 2
3292,282210,2015,64,Sid Meier's Starships
3298,339200,2015,74,Oceanhorn: Monster of Uncharted Seas
3302,281940,2015,55,Woolfe - The Red Hood Diaries
3332,245370,2015,62,Etherium
3333,351080,2001,80,The Corporate Machine
3343,327670,2015,75,Ironcast
3347,304030,2015,80,ArcheAge
3355,339840,2005,70,The Moment of Silence
3359,345660,2015,68,RIDE
3375,339460,2015,74,A Pixel Story
3384,336420,2015,69,Bloodsports.TV
3394,339690,2015,68,Paperbound
3398,342990,2010,63,15 Days
3418,335300,2015,79,DARK SOULS™ II: Scholar of the First Sin
3431,230190,2015,65,War for the Overworld
3444,339850,2008,70,Overclocked: A History of Violence
3475,305380,2015,59,Blue Estate The Game
3485,361990,2015,70,Lakeview Cabin Collection
3489,339190,2015,70,Dead Synchronicity: Tomorrow Comes Today
3499,277520,2015,66,Albedo: Eyes from Outer Space
3510,288930,2015,68,The Charnel House Trilogy
3520,333580,2015,65,"Slow Down, Bull"
3529,318230,2015,72,Convoy
3536,329460,2015,76,JumpJet Rex
3547,324140,2015,81,Kalimba
3567,247080,2015,87,Crypt of the NecroDancer
3569,352120,2004,56,Fair Strike
3578,262280,2015,70,Dungeons 2
3625,323370,2015,77,TERA
3634,317940,2015,47,Karmaflow: The Rock Opera Videogame - Act I &amp; Act II
3641,272890,2014,63,Vertiginous Golf
3651,357720,2015,68,Inside My Radio
3652,285820,2015,74,Action Henk
3661,326410,2015,61,Windward
3672,226860,2015,81,Galactic Civilizations III
3697,310740,2015,62,NEON STRUCT
3715,359900,2015,64,The Incredible Adventures of Van Helsing III
3728,269670,2015,79,BADLAND: Game of the Year Edition
3731,326310,2015,85,Crimzon Clover WORLD IGNITION - Superplay Strategy Guide
3732,373090,2015,85,Crimzon Clover WORLD IGNITION - Arcade Poster Pack
3733,358800,2015,85,Crimzon Clover WORLD IGNITION - Arranged Sound Track
3743,278440,2015,73,0RBITALIS
3744,244910,2015,72,Homesick
3748,358120,2015,66,The Detail Episode 2 - From The Ashes
3771,246110,2015,73,MASSIVE CHALICE
3772,341940,2015,43,Hatred
3795,290890,2015,71,You Must Build A Boat
3796,312530,2015,82,Duck Game
3799,313080,2015,68,The Masterplan
3845,352400,2015,72,LEGO® Jurassic World
3933,252950,2015,86,Rocket League®
3952,286570,2015,61,F1 2015
3965,326520,2016,85,Chime Sharp
3972,363600,2015,69,Holy Potatoes! A Weapon Shop?!
3977,293260,2015,80,Card Hunter
4052,388090,2015,51,Five Nights at Freddy's 4
4058,361550,2015,65,Cradle
4059,345180,2015,75,Victor Vran ARPG
4097,377470,2015,43,ENKI
4116,376140,2008,61,SAGA
4124,347830,2015,66,Fairy Fencer F
4133,385710,2015,68,INK
4148,272330,2015,70,Shadow Blade: Reload
4154,365660,2015,82,OlliOlli2: Welcome to Olliwood
4165,365450,2015,82,Hacknet
4184,381900,2015,58,Bard's Gold
4192,340170,2015,69,FINAL FANTASY TYPE-0™ HD
4193,339230,2015,65,ZOMBI
4215,330270,2015,68,Warlocks vs Shadows
4222,375950,2015,46,Viridi
4230,358650,2015,55,Gryphon Knight Epic
4242,330670,2015,58,DiscStorm
4252,391030,2007,55,Hard to Be a God
4256,350970,2015,66,Planet of the Eyes
4260,297720,2015,49,Corpse of Discovery
4275,362680,2015,70,Fran Bow
4281,344850,2015,72,Big Pharma
4290,316890,2015,55,Calvino Noir
4304,322440,2015,53,Red Goddess: Inner World
4310,234140,2015,73,Mad Max
4317,392470,2015,70,NOBUNAGA'S AMBITION: Sphere of Influence
4318,287700,2015,91,METAL GEAR SOLID V: THE PHANTOM PAIN
4339,386360,2015,83,SMITE®
4340,331190,2015,68,Master Spy
4352,365480,2015,75,Ravenmark: Scourge of Estellion
4355,274350,2015,80,Dropsy
4367,391540,2015,92,Undertale
4387,353640,2015,69,Train Valley
4400,24010,2009,NA,Train Simulator
4407,346090,2015,40,I Can't Escape: Darkness
4433,398860,2015,79,STASIS Deluxe Edition Upgrade
4437,282140,2015,84,SOMA
4462,323580,2015,79,Jotun: Valhalla Edition
4475,334120,2015,57,Armikrog
4510,233450,2015,83,Prison Architect
4528,396310,2015,68,Masochisia
4547,360740,2015,81,Downwell
4549,243160,2015,78,Mushroom 11
4551,274190,2015,83,Broforce
4557,394450,2015,74,"Warhammer 40,000: Deathwatch - Enhanced Edition"
4571,351970,2015,77,Tales of Zestiria
4579,361200,2015,47,COAST GUARD
4585,368230,2015,74,Kingdom: Classic
4627,402020,2015,67,The Park
4630,373420,2015,94,Divinity: Original Sin - Enhanced Edition
4674,390290,2015,84,Bulb Boy
4708,401920,2015,85,The Binding of Isaac: Afterbirth
4720,375910,2015,72,Anno 2205™
4748,311210,2015,73,Call of Duty®: Black Ops III
4755,400170,2015,79,The Incredible Adventures of Van Helsing: Final Cut
4782,292500,2015,82,Kero Blaster
4804,290080,2015,63,Life is Feudal: Your Own
4818,276810,2015,74,Mordheim: City of the Damned
4826,347470,2015,69,Mayan Death Robots
4844,387010,2015,66,FIVE: Guardians of David
4856,348820,2015,68,FIM Speedway Grand Prix 15
4858,225540,2015,74,Just Cause™ 3
4872,351910,2015,69,Valhalla Hills
4890,377870,2015,80,DARIUSBURST Chronicle Saviours
4922,376300,2015,84,GUILTY GEAR Xrd -SIGN-
4955,427090,2015,66,Knee Deep Demo
4961,377080,2015,54,Hatoful Boyfriend: Holiday Star
5072,394310,2016,73,Punch Club
5087,434800,2016,54,The Great Escape
5091,323060,2016,61,Tharsis
5092,419460,2016,78,"That Dragon, Cancer"
5143,388880,2016,80,Oxenfree
5152,367500,2016,81,Dragon's Dogma: Dark Arisen
5173,433360,2016,75,Drawn™: Dark Flight
5185,281610,2016,79,Homeworld: Deserts of Kharak
5211,210970,2016,87,The Witness
5242,429680,2016,63,Spellweaver
5279,325724,2016,79,Dying Light: The Following
5281,364390,2016,75,Downfall
5282,411330,2004,71,Men of Valor
5287,435840,2016,54,The Preposterous Awesomeness of Everything
5307,395350,2016,40,Doors
5308,426170,2016,68,Defragmented
5316,423270,2016,58,ZHEROS
5333,391720,2016,72,Layers of Fear
5339,310950,2016,74,Street Fighter V
5365,402060,2016,64,Californium
5380,399120,2016,43,Prospekt
5387,350090,2016,59,No Pineapple Left Behind
5391,403940,2016,78,Dungelot: Shattered Lands
5392,413410,2016,82,Danganronpa: Trigger Happy Havoc
5439,318600,2016,73,The Flame in the Flood
5440,427820,2016,72,Hitman GO: Definitive Edition
5446,425210,2016,53,Shadwen
5463,405900,2016,74,Disgaea PC / 魔界戦記ディスガイア PC
5500,322500,2016,82,SUPERHOT
5508,440880,2016,78,The Count Lucanor
5513,402040,2016,68,The Guest
5526,428550,2016,82,Momodora: Reverie Under The Moonlight
5528,446460,2003,58,Highland Warriors
5587,406720,2016,40,Alekhine's Gun
5621,441680,2016,63,Obscuritas
5645,317320,2016,81,Nelly Cootalot: The Fowl Fleet
5652,408960,2016,66,Zombasite
5661,421120,2016,80,Samorost 3
5701,257850,2016,84,Hyper Light Drifter
5714,442770,2016,73,The Minims
5723,327220,2015,74,Anna's Quest
5750,358830,2016,67,Good Robot
5755,428603,2016,80,DARIUSBURST Chronicle Saviours - Space Harrier
5756,428605,2016,80,DARIUSBURST Chronicle Saviours - Fantasy Zone
5757,428604,2016,80,DARIUSBURST Chronicle Saviours - Galaxy Force II
5796,408640,2016,53,Code of Princess
5826,365200,2016,72,LOUD on Planet X
5883,441160,2005,55,Saw
5930,251270,2016,71,Corpse Party
5958,284410,2016,58,Cornerstone: The Song of Tyrim
5981,443650,2016,70,Wailing Heights
5984,387290,2016,88,Ori and the Blind Forest: Definitive Edition
6013,271240,2016,78,Offworld Trading Company
6025,433380,2016,52,Back in 1995
6029,377480,2016,59,N.E.R.O.: Nothing Ever Remains Obscure
6064,370910,2016,77,Kathy Rain
6068,428540,2016,69,Fragments of Him
6078,394230,2016,69,Battleborn
6104,350110,2016,69,TransOcean 2: Rivals
6141,363520,2016,57,Goliath
6183,223100,2016,54,Homefront®: The Revolution
6184,283640,2016,84,Salt and Sanctuary
6185,402310,2016,71,Overfall
6194,254320,2016,83,Duskers
6239,415740,2016,55,OmniBus
6264,449300,2016,53,Planar Conquest
6291,361280,2016,73,Turmoil
6374,350640,2016,65,Sherlock Holmes: The Devil's Daughter
6375,435480,2016,54,Trials of the Blood Dragon
6396,487520,2016,82,BLACKHOLE: Challenge Vault
6476,479060,2016,82,WildStar: Captain's Pack
6477,479061,2016,82,WildStar: Cute &amp; Cuddly Pack
6533,423230,2016,76,Furi
6555,437160,2016,78,The Lion's Song: Episode 1 - Silence
6566,466350,2016,61,Fossil Echo
6594,277390,2016,82,VIDEOBALL
6607,449830,2016,76,Muv-Luv
6680,410320,2016,79,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair
6705,452340,2016,36,Ian's Eyes
6728,376520,2016,79,Kelvin and the Infamous Machine
6739,443570,2016,46,DreamBreak
6763,474240,2003,65,Journey to the Center of the Earth
6765,409530,2016,64,8DAYS - PEACE IS OUR BUSINESS
6767,211820,2016,81,Starbound
6769,477160,2016,70,Human: Fall Flat
6772,436000,2016,78,Lovely Planet Arcade
6783,340000,2016,74,Headlander
6881,390310,2016,62,Little King's Story
6883,425410,2016,75,Road to Ballhalla
6903,476650,2016,67,The Silver Case
6933,421600,2016,55,Ray Gigant
6946,474750,2016,77,Reigns
6976,426790,2016,71,Grow Up
7015,391040,2016,86,F1 2016
7029,327030,2016,79,Worms W.M.D
7030,337000,2016,83,Deus Ex: Mankind Divided
7107,497360,1999,80,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned"
7108,517810,2006,74,Caesar™ IV
7120,383270,2016,79,Hue
7123,499520,2016,74,The Turing Test
7124,485260,2016,73,Talent Not Included
7125,435530,2016,76,The Final Station
7128,324740,2016,70,The Warlock of Firetop Mountain
7190,371200,2016,71,Halcyon 6: Starbase Commander
7283,481110,2016,57,The Bunker
7286,508740,2016,63,Wheels of Aurelia
7288,425670,2016,80,Seraph
7295,438420,2016,57,Zenith
7297,385760,2016,90,NBA 2K17
7310,310380,2016,79,Fractured Space
7320,412660,2016,71,Klang
7346,434740,2016,72,Lichtspeer
7354,397950,2016,76,Clustertruck
7560,452530,2016,78,Sunless Sea - Zubmariner
7577,446100,2016,71,Mantis Burn Racing®
7582,437570,2016,81,GoNNER
7617,351920,2016,71,Crazy Machines 3
7641,491950,2016,77,Orwell: Keeping an Eye On You
7660,289070,2016,88,Sid Meier’s Civilization® VI
7687,447020,2016,69,Farming Simulator 17
7711,530390,2016,83,Slayaway Camp
7713,512250,2016,64,Oh...Sir!! The Insult Simulator
7766,489830,2016,74,The Elder Scrolls V: Skyrim Special Edition
7851,482730,2016,80,Football Manager 2017
7892,475550,2016,75,Beholder
7901,465280,2016,74,Yesterday Origins
7906,314790,2016,75,Silence
7912,420060,2016,80,Candle
7923,533950,2016,68,Don't open the doors!
7984,553640,2016,84,ICEY
7988,232090,2016,75,Killing Floor 2
8080,515191,2016,80,Cities: Skylines - Natural Disasters
8111,403970,2016,61,The Dwarves
8115,460920,2016,72,Steep™
8118,383230,2016,67,Dungeon Souls
8152,488770,2016,60,Her Majesty's SPIFFING
8244,530760,2016,71,Hearts of Iron IV: Together for Victory
8403,544970,2017,74,Milkmaid of the Milky Way
8443,578670,2001,80,Conquest: Frontier Wars
8497,464880,2017,75,Stars in Shadow
8521,458170,2017,64,SpiritSphere
8525,418370,2017,83,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil
8557,430410,2017,58,Memoranda
8562,514080,2001,56,Deadly Dozen
8584,514340,2017,84,Aliens Go Home Run
8674,527270,2017,73,Atelier Sophie: The Alchemist of the Mysterious Book
8699,244030,2017,62,Take On Mars
8732,304390,2017,76,FOR HONOR™
8741,450170,2017,71,BOOR
8764,435400,2017,78,Hidden Folks
8847,481510,2017,88,Night in the Woods
8888,396280,2001,72,Anarchy Online
8924,367520,2017,86,Hollow Knight
8929,506900,2017,77,Downward
8970,390030,2017,69,DESYNC
9055,443880,2017,71,Loot Rascals
9125,543460,2017,74,Dead Rising 4
9190,551730,2017,73,Toukiden 2
9203,496620,2017,86,Monster Slayers
9222,556500,2017,83,Quern - Undying Thoughts (Original Soundtrack)
9228,584191,2017,71,Mantis Burn Racing® - Elite Class
9231,584190,2017,71,Mantis Burn Racing® - Snowbound Pack
9267,569860,2017,84,Thimbleweed Park™
9330,578330,2017,80,LEGO City Undercover
9372,473530,2017,78,Slime-san
9414,552590,2017,83,The Sexy Brutale
9416,460790,2017,90,Bayonetta
9419,360830,2017,73,Yooka-Laylee
9434,587400,2017,50,Snow Moto Racing Freedom
9436,256460,2017,77,Cosmic Star Heroine
9516,545980,2017,63,Voodoo Vince: Remastered
9524,579950,2017,78,Marvel's Guardians of the Galaxy: The Telltale Series
9525,228360,2017,77,Full Throttle Remastered
9527,572050,2000,72,Call to Power II
9531,559680,2000,74,Vampire: The Masquerade - Redemption
9541,410900,2017,74,Forts
9663,424840,2017,81,Little Nightmares
9695,509610,2000,46,Beachhead 2000
9714,427570,2017,70,Dawn of Andromeda
9726,530020,2017,75,World to the West
9764,559210,2017,84,Rakuen
9814,291690,2017,57,Empathy: Path of Whispers
9815,371520,2017,66,Bounty Train
9826,612740,2017,75,Bokida - Heartfelt Reunion
9829,547502,2017,78,Cities: Skylines - Mass Transit
9831,529660,2017,74,Mages of Mystralia
9837,374040,2017,72,Portal Knights
9858,545540,2017,78,The Infectious Madness of Doctor Dekker
9894,493180,2017,68,Dynasty Feud
9897,419480,2017,74,Starpoint Gemini Warlords
9903,582660,2017,73,Black Desert Online
9946,604740,2017,64,Danger Zone
9963,418460,2017,81,Rising Storm 2: Vietnam
9966,366910,2017,68,The Long Journey Home
9975,389670,2017,58,Formula Fusion
9991,389730,2017,82,TEKKEN 7
10010,235380,2017,68,Blitzkrieg 3
10026,603960,2017,83,Monolith
10110,525920,2017,71,Pro Cycling Manager 2017
10154,580100,2017,82,Darkest Dungeon®: The Crimson Court
10171,404540,2017,84,Nex Machina
10185,299950,2017,75,GET EVEN
10348,651400,2017,76,BULLET SOUL / バレットソウル - 弾魂 - Original Soundtrack
10418,505640,2017,81,Antihero
10443,628660,2017,76,Lode Runner Legacy
10481,522210,2017,64,Serial Cleaner
10505,580200,2017,70,Yonder: The Cloud Catcher Chronicles
10547,654880,2017,72,Dream Daddy: A Dad Dating Simulator
10594,463700,2017,76,Super Cloudbuilt
10601,462770,2017,82,Pyre
10651,528160,2017,68,Solstice Chronicles: MIA
10701,665170,2017,76,BULLET SOUL INFINITE BURST - Original Soundtrack
10704,215280,2017,76,Secret World Legends
10716,244750,2017,81,Aztez
10725,433340,2017,81,Slime Rancher
10769,538680,2017,80,The Legend of Heroes: Trails of Cold Steel
10851,501320,2017,69,The Shrouded Isle
10892,593280,2017,78,Cat Quest
10928,503620,2017,64,Fictorum
10931,597220,2017,86,West of Loathing
10949,373930,2017,70,Sudden Strike 4
11013,514900,2017,78,&gt;observer_
11020,535520,2017,80,Nidhogg 2
11021,433050,2017,88,XCOM 2: War of the Chosen - Propaganda Center
11196,593380,2017,88,XCOM 2: War of the Chosen
11216,346110,2017,70,ARK: Survival Evolved
11235,587100,2017,80,Ys SEVEN
11294,367080,2017,67,Songbringer
11456,633950,2017,69,Fall of Light
11465,592580,2017,81,PRO EVOLUTION SOCCER 2018
11473,357310,2017,74,Oriental Empires
11475,584192,2017,71,Mantis Burn Racing® - Battle Cars
11480,614570,2017,80,Dishonored®: Death of the Outsider™
11554,619880,2017,65,ATOMEGA
11560,551770,2017,72,ECHO
11571,493840,2017,69,Marvel vs. Capcom: Infinite
11610,458680,2017,59,Auto Age: Standoff
11615,268130,2017,79,Heat Signature
11617,493540,2017,77,Figment
11674,658260,2017,61,BLUE REFLECTION / BLUE REFLECTION　幻に舞う少女の剣
11685,464060,2017,75,RUINER
11724,629690,2017,78,Vaporum
11782,654050,2017,81,JYDGE
11809,253230,2017,79,A Hat in Time
11816,457730,2017,76,Mushroom Wars 2
11840,614090,2017,66,Deadbeat Heroes
11967,358930,1996,89,Star Control: Kessari Quadrant
11972,537800,2017,75,Bomber Crew
11976,480430,2016,68,Hide and Shriek
12150,676630,2017,75,Attentat 1942
12232,637100,2017,58,Sonic Forces
12252,504370,2017,85,Battlerite
12673,717640,2017,81,Reigns: Her Majesty
12676,311290,2017,74,SpellForce 3
12770,557600,2017,83,Gorogoa
12828,757200,2005,58,EMERGENCY 3
12874,684410,2017,78,Bridge Constructor Portal
12887,703320,2003,75,Hidden &amp; Dangerous 2: Courage Under Fire
12888,703310,2000,74,Hidden &amp; Dangerous: Action Pack
13100,694500,2002,67,Army Men RTS
13101,549170,1999,67,Army Men II
13249,462601,2017,54,Raiders of the Broken Planet - Ultimate Edition
13280,520600,2017,76,Purrfect Date - Visual Novel/Dating Simulator
13284,337340,2017,82,Finding Paradise
13323,667060,2017,63,No Escape
13413,587620,2017,93,OKAMI HD / 大神 絶景版
13440,521890,2017,40,Hello Neighbor
13476,432940,2017,76,Breakneck
13894,612880,2017,86,Wolfenstein II: The New Colossus
13948,452570,2017,80,Battle Chef Brigade
14081,686740,2017,65,HYAKKI CASTLE
14084,552990,2017,81,World of Warships
14131,464340,2017,51,Syberia 3
14193,624090,2017,82,Football Manager 2018
14279,456670,2017,80,Hand of Fate 2
14331,525480,2017,69,.hack//G.U. Last Recode
14450,427700,2017,80,Zwei: The Ilvard Insurrection
14830,622370,2017,54,Freaky Awesome
14854,664430,2017,66,WWE 2K18
14933,493900,2017,75,Dungeons 3
15010,601430,2017,81,The Evil Within 2
15011,660160,2017,84,Field of Glory II
15137,634120,2017,46,Inmates
15142,517780,2017,66,Ogre
15169,696810,2017,56,EMPYRE: Lords of the Sea Gates
15177,451020,2017,79,Battle Chasers: Nightwar
15223,529520,2017,75,Mutant Football League
15227,700480,2017,86,Microsoft Allegiance
15273,268910,2017,88,Cuphead
15345,594570,2017,86,Total War: WARHAMMER II
15355,404680,2017,77,Hob
15358,414740,2017,53,RAID: World War II
15449,386100,2017,50,Pylon: Rogue
15485,436180,2017,54,Raiders of the Broken Planet - Eternal Soldier Campaign
15490,571310,2017,85,SteamWorld Dig 2
15522,579760,2017,78,The Journey Down: Chapter Three
15523,642750,2017,83,Stellaris: Synthetic Dawn Story Pack
15524,689910,2017,73,Another Lost Phone: Laura's Story
15532,682640,2017,66,CHASER
15556,628800,2017,82,Super Hydorah
15616,577800,2017,87,NBA 2K18
15618,435150,2017,93,Divinity: Original Sin 2
15674,286000,2017,80,Tooth and Tail
15779,687260,2017,70,Tokyo Dark
15812,543100,2017,55,Beat The Game
15874,251950,2001,73,WWII Online
15875,689900,2017,68,Darkestville Castle
15926,635320,2017,75,Last Day of June
15931,544610,2017,77,Battlestar Galactica Deadlock
15937,554620,2017,79,Life is Strange: Before the Storm
16041,473690,2017,75,Absolver
16046,584400,2017,84,Sonic Mania
16069,515220,2017,89,F1™ 2017
16205,641990,2017,74,The Escapists 2
16222,676820,2017,83,Subsurface Circular
16258,638160,2017,64,Moero Chronicle | 限界凸記 モエロクロニクル | 極限凸記　萌萌編年史
16347,651660,2017,73,Halcyon 6: Starbase Commander (LIGHTSPEED EDITION)
16403,350280,2017,76,LawBreakers
16409,414340,2017,83,Hellblade: Senua's Sacrifice
16469,343860,2017,76,Tacoma
16555,535480,2017,74,Sundered
16571,631980,2017,65,Immortal Planet
16620,484900,2017,65,Aven Colony
16664,237850,2017,71,Dreamfall Chapters
16693,529440,2017,58,Behold the Kickmen
16716,573130,2017,71,Aporia: Beyond The Valley
16741,327690,2017,76,Gigantic
16743,588950,2017,80,Kingsway
16747,436290,2017,73,Children of Zodiarcs
16842,583470,2017,84,The End Is Nigh
16863,308060,2017,72,Black The Fall
16996,646600,2017,69,Baobabs Mausoleum Ep.1: Ovnifagos Don´t Eat Flamingos
17066,370440,2017,52,No70: Eye of Basir
17178,344740,2017,80,CRYPTARK
17190,582380,2017,87,FINAL FANTASY XIV: Stormblood
17306,421020,2017,78,DiRT 4
17347,603840,2017,48,Randall
17382,313780,2017,73,Conarium
17411,629000,2017,78,Lydia
17417,573660,2017,53,AereA
17425,548370,2017,70,Rezrog
17440,490450,2017,70,Tokyo 42
17461,280180,2017,69,Hover
17526,523780,2017,81,Emily is Away Too
17530,493200,2017,78,RiME
17550,438740,2017,61,Friday the 13th: The Game
17568,460810,2017,78,Vanquish
17590,572410,2017,83,Steel Division: Normandy 44
17594,468000,2017,62,Impact Winter
17602,632070,2017,69,The Fidelio Incident
17668,581270,2017,77,Old Man's Journey
17675,464150,2017,73,Regalia: Of Men and Monarchs
17692,378540,2017,72,The Surge
17701,602070,2017,69,Plasma Puncher
17730,597700,2017,71,OVIVO
17781,416210,2017,77,Block'hood
17826,545270,2017,67,NBA Playgrounds
17881,436670,2017,83,The Legend of Heroes: Trails in the Sky the 3rd
17989,445190,2017,74,Expeditions: Viking
18012,595140,2017,70,Immortal Redneck
18019,501300,2017,89,What Remains of Edith Finch
18110,582270,2017,78,Everything
18141,427270,2017,87,Orcs Must Die! Unchained
18176,401710,2017,80,Flinthook
18188,366640,2017,68,Shiness: The Lightning Kingdom
18196,620010,2017,79,Altitude
18206,610860,1998,88,Shogo: Mobile Armor Division
18277,501590,2017,76,Bulletstorm: Full Clip Edition
18291,392280,2017,65,The Franz Kafka Videogame
18317,544580,2017,76,BULLET SOUL / バレットソウル - 弾魂 -
18335,453310,2017,70,Blackwood Crossing
18351,402130,2017,52,FlatOut 4: Total Insanity
18446,464830,2017,61,The Great Whale Road
18476,494170,2017,66,Miniature Garden
18498,312520,2017,66,Rain World
18500,588430,2017,63,Fallout Shelter
18542,365360,2017,80,Battle Brothers
18553,492290,2017,63,Has-Been Heroes
18557,598020,2017,62,"Mafia III: Faster, Baby!"
18561,543010,2017,48,Bush Hockey League
18568,544330,2017,71,Snake Pass
18574,465650,2017,86,Out of the Park Baseball 18
18643,449510,2017,65,The Crow's Eye
18679,365160,2017,73,Kona
18687,524220,2017,84,NieR:Automata™
18702,317370,2017,61,The Keep
18731,532290,2016,76,Dark Train
18740,539340,2017,75,Future Unfolding
18815,596620,2012,58,Gas Guzzlers: Combat Carnage
18816,435100,2017,68,2Dark
18832,446810,2017,78,Blossom Tales: The Sleeping King
18865,397060,2017,80,Faeria
18922,558420,2017,81,Stories Untold
18950,272270,2016,81,Torment: Tides of Numenera
18974,506510,2017,78,Shadows of Adam
19005,380810,2017,77,Herald: An Interactive Period Drama - Book I &amp; II
19022,516580,2017,72,DYSTORIA
19029,460250,2017,76,🔴 Circles
19070,575840,2017,44,NeverEnd
19075,497730,2017,72,The Wardrobe
19211,414330,2017,49,We Are Chicago
19212,564940,2017,75,Alone With You
19231,489260,2017,66,Brut@l
19235,585840,2017,74,Leaving Lyndow
19243,396350,2017,83,Bleed 2
19265,466160,2017,59,Arelite Core
19270,510510,2017,61,WWE 2K17
19277,431650,2017,61,Phoning Home
19278,446840,2017,79,Splasher
19283,527280,2017,64,Nights of Azure
19338,428690,2016,63,Youtubers Life
19341,446790,2017,66,Diluvion
19342,549260,2017,71,Alwa's Awakening
19344,514140,2006,46,Elite Warriors: Vietnam
19400,571880,2017,67,Angels with Scaly Wings
